reference,title,author,publication title,publication year,nb pMCI,nb sMCI,time to prediction (in years),dataset,socio-demographic features,APOE,cog - general,cog - domain,cog - new / specific,T1 - voxel based,T1 - roi (whole brain),T1 - selected roi,wm hyperintensities,PET FDG,PET Amyloid,PET Tau,CSF,Amyloid status,DTI,fMRI,EEG/MEG,Others,logitudinal,feature selection,advanced feature processing,trained on AD vs CN,algorithm,cross-validation method,AUC,accuracy,balanced accuracy,sensitivity,specificity
"Cheng, Liu, Zhang, et al. 2015",Domain Transfer Learning for MCI Conversion Prediction,"Cheng, B.; Liu, M.; Zhang, D.; Munsell, B.C.; Shen, D.",IEEE Transactions on Biomedical Engineering,2015,43.0,56.0,not fixed,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Non-linear SVM,10-fold,74.0,69.0,69.0,64.0,74.0
"Cheng, Liu, Suk, et al. 2015",Multimodal manifold-regularized transfer learning for MCI conversion prediction,"Cheng, B.; Liu, M.; Suk, H.-I.; Shen, D.; Zhang, D.",Brain Imaging and Behavior,2015,43.0,56.0,2,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,Non-linear SVM,repeated k-fold,81.4,77.8,76.85,83.9,69.8
Callahan et al. 2015,Predicting Alzheimer's disease development: A comparison of cognitive criteria and associated neuroimaging biomarkers,"Callahan, B.L.; Ramirez, J.; Berezuk, C.; Duchesne, S.; Black, S.E.",Alzheimer's Research and Therapy,2015,112.0,182.0,2,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,None,79.35,,75.28999999999999,67.86,82.72
Buratti et al. 2015,Markers for the Risk of Progression from Mild Cognitive Impairment to Alzheimer's Disease,"Buratti, L.; Balestrini, S.; Altamura, C.; Viticchi, G.; Falsetti, L.; Luzzi, S.; Provinciali, L.; Vernieri, F.; Silvestrini, M.",Journal of Alzheimer's Disease,2015,106.0,300.0,1,Internal cohort from dementia service ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,Logistic regression,None,71.0,,60.650000000000006,23.6,97.7
Clark et al. 2014,Latent Information in Fluency Lists Predicts Functional Decline in Persons at Risk for Alzheimer Disease,"Clark, D.G.; Kapur, P.; Geldmacher, D.S.; Brockington, J.C.; Harrell, L.; DeRamus, T.P.; Blanton, P.D.; Lokken, K.; Nicholas, A.P.; Marson, D.C.",Cortex; a journal devoted to the study of the nervous system and behavior,2014,44.0,36.0,No fixed time,COINS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,Random Forest,out of the bag,88.0,83.0,83.0,77.0,89.0
Clark et al. 2014,Latent Information in Fluency Lists Predicts Functional Decline in Persons at Risk for Alzheimer Disease,"Clark, D.G.; Kapur, P.; Geldmacher, D.S.; Brockington, J.C.; Harrell, L.; DeRamus, T.P.; Blanton, P.D.; Lokken, K.; Nicholas, A.P.; Marson, D.C.",Cortex; a journal devoted to the study of the nervous system and behavior,2014,44.0,36.0,No fixed time,COINS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,Random Forest,out of the bag,91.0,84.0,83.5,84.0,83.0
"Zhu, Suk, et Shen 2014a",A novel matrix-similarity based loss function for joint regression and classification in AD diagnosis,"Zhu, X.; Suk, H.-I.; Shen, D.",NeuroImage,2014,43.0,56.0,No fixed time,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,SVM,10-fold,78.8,72.6,71.45,48.5,94.4
"Zhu, Suk, et Shen 2014b",A novel multi-relation regularization method for regression and classification in AD diagnosis,"Zhu, X.; Suk, H.-I.; Shen, D.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2014,43.0,56.0,No fixed time,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Non-linear SVM,None,81.4,71.8,70.4,48.0,92.8
"Zhu, Suk, et Shen 2014b",A novel multi-relation regularization method for regression and classification in AD diagnosis,"Zhu, X.; Suk, H.-I.; Shen, D.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2014,43.0,56.0,No fixed time,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Non-linear SVM,None,77.6,71.2,70.2,47.4,93.0
A. L. Young et al. 2014,A data-driven model of biomarker changes in sporadic Alzheimer's disease,"Young, A.L.; Oxtoby, N.P.; Daga, P.; Cash, D.M.; Fox, N.C.; Ourselin, S.; Schott, J.M.; Alexander, D.C.",Brain,2014,30.0,96.0,1,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,threshold,Not needed,69.0,,67.0,60.0,73.0
A. L. Young et al. 2014,A data-driven model of biomarker changes in sporadic Alzheimer's disease,"Young, A.L.; Oxtoby, N.P.; Daga, P.; Cash, D.M.; Fox, N.C.; Ourselin, S.; Schott, J.M.; Alexander, D.C.",Brain,2014,53.0,64.0,2,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,threshold,Not needed,71.0,,68.0,57.0,80.0
A. L. Young et al. 2014,A data-driven model of biomarker changes in sporadic Alzheimer's disease,"Young, A.L.; Oxtoby, N.P.; Daga, P.; Cash, D.M.; Fox, N.C.; Ourselin, S.; Schott, J.M.; Alexander, D.C.",Brain,2014,65.0,48.0,3,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,threshold,Not needed,78.0,,77.0,86.0,69.0
Trzepacz et al. 2014,Comparison of neuroimaging modalities for the prediction of conversion from mild cognitive impairment to alzheimer's dementia,"Trzepacz, P.T.; Yu, P.; Sun, J.; Schuh, K.; Case, M.; Witte, M.M.; Hochstetler, H.; Hake, A.",Neurobiology of Aging,2014,30.0,20.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
"Peters, Villeneuve, et Belleville 2014",Predicting progression to dementia in elderly subjects with mild cognitive impairment using both cognitive and neuroimaging predictors,"Peters, F.; Villeneuve, S.; Belleville, S.",Journal of Alzheimer's Disease,2014,18.0,22.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Martinez-Torteya et al. 2014,MRI signal and texture features for the prediction of MCI to Alzheimer's disease progression,"Martínez-Torteya, A.; Rodríguez-Rojas, J.; Celaya-Padilla, J.M.; Galván-Tejada, J.I.; Treviño, V.; Tamez-Peña, J.G.",Progress in Biomedical Optics and Imaging - Proceedings of SPIE,2014,25.0,37.0,,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
H. Li et al. 2014,Hierarchical interactions model for predicting Mild Cognitive Impairment (MCI) to Alzheimer's Disease (AD) conversion,"Li, H.; Liu, Y.; Gong, P.; Zhang, C.; Ye, J.",PLoS ONE,2014,132.0,161.0,4,ADNI,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,repeated single split,,,74.76,81.43,66.65
Johnson et al. 2014,Genetic algorithm with logistic regression for prediction of progression to Alzheimer's disease,"Johnson, P.; Vandewater, L.; Wilson, W.; Maruff, P.; Savage, G.; Graham, P.; Macaulay, L.S.; Ellis, K.A.; Szoeke, C.; Martins, R.N.; Rowe, C.C.; Masters, C.L.; Ames, D.; Zhang, P.",BMC Bioinformatics,2014,47.0,30.0,3,AIBL,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Logistic regression,repeated k-fold,90.0,,,,
Doyle et al. 2014,Predicting progression of Alzheimer's disease using ordinal regression,"Doyle, O.M.; Westman, E.; Marquand, A.F.; Mecocci, P.; Vellas, B.; Tsolaki, M.; Kłoszewska, I.; Soininen, H.; Lovestone, S.; Williams, S.C.R.; Simmons, A.",PLoS ONE,2014,83.0,261.0,not fixed,ADNI(train) & AddNeuroMed (test),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,Linear regression,Validation on 2nd cohort,81.0,74.0,75.0,72.0,77.0
Belleville et al. 2014,Predicting decline in mild cognitive impairment: A prospective cognitive study,"Belleville, S.; Gauthier, S.; Lepage, É.; Kergoat, M.-J.; Gilbert, B.",Neuropsychology,2014,59.0,33.0,not fixed,local,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,None,,87.7,87.55000000000001,86.2,88.9
C. Aguilar et al. 2014,"Application of a MRI based index to longitudinal atrophy change in Alzheimer disease, mild cognitive impairment and healthy older individuals in the AddNeuroMed cohort","Aguilar, C.; Muehlboeck, J.-S.; Mecocci, P.; Vellas, B.; Tsolaki, M.; Kloszewska, I.; Soininen, H.; Lovestone, S.; Wahlund, L.-O.; Simmons, A.; Westman, E.",Frontiers in Aging Neuroscience,2014,13.0,60.0,,AddNeuroMed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Carlos Aguilar et al. 2013,Different multivariate techniques for automated classification of MRI data in Alzheimer’s disease and mild cognitive impairment,"Aguilar, Carlos; Westman, Eric; Muehlboeck, J-Sebastian; Mecocci, Patrizia; Vellas, Bruno; Tsolaki, Magda; Kloszewska, Iwona; Soininen, Hilkka; Lovestone, Simon; Spenger, Christian; Simmons, Andrew; Wahlund, Lars-Olof",Psychiatry Research: Neuroimaging,2013,21.0,98.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Westman et al. 2013,Regional magnetic resonance imaging measures for multivariate analysis in Alzheimer's disease and mild cognitive impairment,"Westman, E.; Aguilar, C.; Muehlboeck, J.-S.; Simmons, A.",Brain Topography,2013,87.0,200.0,1.5,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,OPLS,Validation on 2nd cohort,74.9,68.3,70.75,77.0,64.5
Shaffer et al. 2013,"Predicting cognitive decline in subjects at risk for Alzheimer disease by using combined cerebrospinal fluid, MR imaging, and PET biomarkers","Shaffer, J.L.; Petrella, J.R.; Sheldon, F.C.; Choudhury, K.R.; Calhoun, V.D.; Edward Coleman, R.; Murali Doraiswamy, P.",Radiology,2013,43.0,54.0,4,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,k-fold,69.9,,,,
Shaffer et al. 2013,"Predicting cognitive decline in subjects at risk for Alzheimer disease by using combined cerebrospinal fluid, MR imaging, and PET biomarkers","Shaffer, J.L.; Petrella, J.R.; Sheldon, F.C.; Choudhury, K.R.; Calhoun, V.D.; Edward Coleman, R.; Murali Doraiswamy, P.",Radiology,2013,43.0,54.0,4,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,k-fold,74.1,,,,
Shaffer et al. 2013,"Predicting cognitive decline in subjects at risk for Alzheimer disease by using combined cerebrospinal fluid, MR imaging, and PET biomarkers","Shaffer, J.L.; Petrella, J.R.; Sheldon, F.C.; Choudhury, K.R.; Calhoun, V.D.; Edward Coleman, R.; Murali Doraiswamy, P.",Radiology,2013,43.0,54.0,4,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,k-fold,87.4,,,,
Shaffer et al. 2013,"Predicting cognitive decline in subjects at risk for Alzheimer disease by using combined cerebrospinal fluid, MR imaging, and PET biomarkers","Shaffer, J.L.; Petrella, J.R.; Sheldon, F.C.; Choudhury, K.R.; Calhoun, V.D.; Edward Coleman, R.; Murali Doraiswamy, P.",Radiology,2013,43.0,54.0,4,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,k-fold,69.5,,,,
Shaffer et al. 2013,"Predicting cognitive decline in subjects at risk for Alzheimer disease by using combined cerebrospinal fluid, MR imaging, and PET biomarkers","Shaffer, J.L.; Petrella, J.R.; Sheldon, F.C.; Choudhury, K.R.; Calhoun, V.D.; Edward Coleman, R.; Murali Doraiswamy, P.",Radiology,2013,43.0,54.0,4,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,k-fold,90.2,,,,
Shaffer et al. 2013,"Predicting cognitive decline in subjects at risk for Alzheimer disease by using combined cerebrospinal fluid, MR imaging, and PET biomarkers","Shaffer, J.L.; Petrella, J.R.; Sheldon, F.C.; Choudhury, K.R.; Calhoun, V.D.; Edward Coleman, R.; Murali Doraiswamy, P.",Radiology,2013,43.0,54.0,4,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,k-fold,76.0,,,,
Shaffer et al. 2013,"Predicting cognitive decline in subjects at risk for Alzheimer disease by using combined cerebrospinal fluid, MR imaging, and PET biomarkers","Shaffer, J.L.; Petrella, J.R.; Sheldon, F.C.; Choudhury, K.R.; Calhoun, V.D.; Edward Coleman, R.; Murali Doraiswamy, P.",Radiology,2013,43.0,54.0,4,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,k-fold,89.0,,,,
Shaffer et al. 2013,"Predicting cognitive decline in subjects at risk for Alzheimer disease by using combined cerebrospinal fluid, MR imaging, and PET biomarkers","Shaffer, J.L.; Petrella, J.R.; Sheldon, F.C.; Choudhury, K.R.; Calhoun, V.D.; Edward Coleman, R.; Murali Doraiswamy, P.",Radiology,2013,43.0,54.0,4,ADNI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,k-fold,92.1,,,,
Sabuncu 2013,A Bayesian algorithm for image-based time-to-event prediction,"Sabuncu, M.R.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2013,166.0,227.0,not fixed,ADNI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,Other,k-fold,62.0,,,,
Sabuncu 2013,A Bayesian algorithm for image-based time-to-event prediction,"Sabuncu, M.R.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2013,166.0,227.0,not fixed,ADNI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Other,k-fold,59.0,,,,
Richard et al. 2013,MRI and cerebrospinal fluid biomarkers for predicting progression to Alzheimer's disease in patients with mild cognitive impairment: A diagnostic accuracy study,"Richard, E.; Schmand, B.A.; Eikelenboom, P.; Van Gool, W.A.",BMJ Open,2013,81.0,100.0,not fixed,ADNI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Survival analysis (Cox),None,,67.0,66.0,60.49,72.0
Poil et al. 2013,Integrative EEG biomarkers predict progression to Alzheimer's disease at the MCI stage,"Poil, S.-S.; de Haan, W.; van der Flier, W.M.; Mansvelder, H.D.; Scheltens, P.; Linkenkaer-Hansen, K.",Frontiers in Aging Neuroscience,2013,25.0,61.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Park et al. 2013,Dimensionality reduced cortical features and their use in predicting longitudinal changes in Alzheimer's disease,"Park, H.; Yang, J.-J.; Seo, J.; Lee, J.-M.",Neuroscience Letters,2013,12.0,18.0,,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Mangialasche et al. 2013,Classification and prediction of clinical diagnosis of Alzheimer's disease based on MRI and plasma measures of α-/γ-tocotrienols and γ-tocopherol,"Mangialasche, F.; Westman, E.; Kivipelto, M.; Muehlboeck, J.-S.; Cecchetti, R.; Baglioni, M.; Tarducci, R.; Gobbi, G.; Floridi, P.; Soininen, H.; Kłoszewska, I.; Tsolaki, M.; Vellas, B.; Spenger, C.; Lovestone, S.; Wahlund, L.-O.; Simmons, A.; Mecocci, P.",Journal of Internal Medicine,2013,13.0,73.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
X. Liu et al. 2013,Locally linear embedding (LLE) for MRI based Alzheimer's disease classification,"Liu, X.; Tosun, D.; Weiner, M.W.; Schuff, N.",NeuroImage,2013,97.0,93.0,No fixed time,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,manifold learning,leave one out,,51.0,51.0,54.0,48.0
X. Liu et al. 2013,Locally linear embedding (LLE) for MRI based Alzheimer's disease classification,"Liu, X.; Tosun, D.; Weiner, M.W.; Schuff, N.",NeuroImage,2013,97.0,93.0,No fixed time,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,manifold learning,leave one out,,57.0,57.0,54.0,60.0
X. Liu et al. 2013,Locally linear embedding (LLE) for MRI based Alzheimer's disease classification,"Liu, X.; Tosun, D.; Weiner, M.W.; Schuff, N.",NeuroImage,2013,97.0,93.0,No fixed time,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,manifold learning,leave one out,,56.0,55.5,65.0,46.0
Gaser et al. 2013,BrainAGE in Mild Cognitive Impaired Patients: Predicting the Conversion to Alzheimer's Disease,"Gaser, C.; Franke, K.; Klöppel, S.; Koutsouleris, N.; Sauer, H.",PLoS ONE,2013,58.0,62.0,1,"IXI, OASIS",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,Other,Validation on 2nd cohort,,81.0,81.0,78.0,84.0
Gaser et al. 2013,BrainAGE in Mild Cognitive Impaired Patients: Predicting the Conversion to Alzheimer's Disease,"Gaser, C.; Franke, K.; Klöppel, S.; Koutsouleris, N.; Sauer, H.",PLoS ONE,2013,133.0,62.0,3,"IXI, OASIS",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,Other,Validation on 2nd cohort,,75.0,77.5,71.0,84.0
Eskildsen et al. 2013,Prediction of Alzheimer's disease in subjects with mild cognitive impairment from the ADNI cohort using patterns of cortical thinning,"Eskildsen, S.F.; Coupé, P.; García-Lorenzo, D.; Fonov, V.; Pruessner, J.C.; Collins, D.L.",NeuroImage,2013,128.0,134.0,1,ADNI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,LDA,leave one out,76.3,70.6,70.7,72.7,68.7
Eskildsen et al. 2013,Prediction of Alzheimer's disease in subjects with mild cognitive impairment from the ADNI cohort using patterns of cortical thinning,"Eskildsen, S.F.; Coupé, P.; García-Lorenzo, D.; Fonov, V.; Pruessner, J.C.; Collins, D.L.",NeuroImage,2013,61.0,134.0,2,ADNI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,LDA,leave one out,70.7,76.2,64.05000000000001,55.7,72.4
Choo et al. 2013,Combination of 18F-FDG PET and cerebrospinal fluid biomarkers as a better predictor of the progression to Alzheimer's disease in mild cognitive impairment patients,"Choo, I.H.; Ni, R.; Schöll, M.; Wall, A.; Almkvist, O.; Nordberg, A.",Journal of Alzheimer's Disease,2013,26.0,41.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Arbizu et al. 2013,Automated analysis of FDG PET as a tool for single-subject probabilistic prediction and detection of Alzheimer's disease dementia,"Arbizu, J.; Prieto, E.; Martínez-Lage, P.; Martí-Climent, J.M.; García-Granero, M.; Lamet, I.; Pastor, P.; Riverol, M.; Gómez-Isla, M.T.; Peñuelas, I.; Richter, J.A.; Weiner, M.W.",European Journal of Nuclear Medicine and Molecular Imaging,2013,7.0,22.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
"Daoqiang Zhang, Shen, et Initiative 2012",Predicting Future Clinical Changes of MCI Patients Using Longitudinal and Multimodal Biomarkers,"Zhang, Daoqiang; Shen, Dinggang; Initiative, Alzheimer's Disease Neuroimaging",PLOS ONE,2012,38.0,50.0,0.5,ADNI,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,MKL,10-fold,78.4,76.8,78.5,79.0,78.0
D. Zhang et Shen 2012,Multi-modal multi-task learning for joint prediction of multiple regression and classification variables in Alzheimer's disease,"Zhang, D.; Shen, D.",NeuroImage,2012,38.0,42.0,2,ADNI,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,MKL,10-fold,79.7,73.9,71.1,68.6,73.6
Yu et al. 2012,Enriching amnestic mild cognitive impairment populations for clinical trials: Optimal combination of biomarkers to predict conversion to dementia,"Yu, P.; Dean, R.A.; Hall, S.D.; Qi, Y.; Sethuraman, G.; Willis, B.A.; Siemers, E.R.; Martenyi, F.; Tauscher, J.T.; Schwarz, A.J.",Journal of Alzheimer's Disease,2012,25.0,38.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
J. Ye et al. 2012,Sparse learning and stability selection for predicting MCI to AD conversion using baseline ADNI data,"Ye, J.; Farnum, M.; Yang, E.; Verbeeck, R.; Lobanov, V.; Raghavan, N.; Novak, G.; DiBernardo, A.; Narayan, V.A.",BMC Neurology,2012,142.0,177.0,4,ADNI,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,SVM,leave one out,85.57,,,,
J. Ye et al. 2012,Sparse learning and stability selection for predicting MCI to AD conversion using baseline ADNI data,"Ye, J.; Farnum, M.; Yang, E.; Verbeeck, R.; Lobanov, V.; Raghavan, N.; Novak, G.; DiBernardo, A.; Narayan, V.A.",BMC Neurology,2012,74.0,86.0,4,ADNI,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,SVM,leave one out,83.0,,,,
J. Ye et al. 2012,Sparse learning and stability selection for predicting MCI to AD conversion using baseline ADNI data,"Ye, J.; Farnum, M.; Yang, E.; Verbeeck, R.; Lobanov, V.; Raghavan, N.; Novak, G.; DiBernardo, A.; Narayan, V.A.",BMC Neurology,2012,74.0,86.0,4,ADNI,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,SVM,leave one out,82.7,,,,
"Yang, Tan, et Qiu 2012",CSF and Brain Structural Imaging Markers of the Alzheimer's Pathological Cascade,"Yang, X.; Tan, M.Z.; Qiu, A.",PLoS ONE,2012,25.0,86.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
"Westman, Muehlboeck, et Simmons 2012",Combining MRI and CSF measures for classification of Alzheimer's disease and prediction of mild cognitive impairment conversion,"Westman, E.; Muehlboeck, J.-S.; Simmons, A.",NeuroImage,2012,35.0,127.0,1,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,OPLS,k-fold,59.4,58.6,,,
"Westman, Muehlboeck, et Simmons 2012",Combining MRI and CSF measures for classification of Alzheimer's disease and prediction of mild cognitive impairment conversion,"Westman, E.; Muehlboeck, J.-S.; Simmons, A.",NeuroImage,2012,44.0,111.0,1.5,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,OPLS,k-fold,64.7,65.8,,,
